frame_idx,pcd_file,robot_x,robot_y,robot_yaw_rad,participant_idx,participant_x,participant_y,participant_z
1054,1730821485.366788387.pcd,3.6308970826379183,-1.280193378795052,1.321429482444165,3,7.37,-0.19,-1.32
1054,1730821485.366788387.pcd,3.6308970826379183,-1.280193378795052,1.321429482444165,4,4.04,-0.42,-1.41
1055,1730821485.466692448.pcd,3.6393615679714113,-1.2568107441942884,1.3246368867362808,0,4.76,-2.86,-1.29
1055,1730821485.466692448.pcd,3.6393615679714113,-1.2568107441942884,1.3246368867362808,1,8.32,-1.1,-1.27
1055,1730821485.466692448.pcd,3.6393615679714113,-1.2568107441942884,1.3246368867362808,2,7.29,-1.75,-1.3
1055,1730821485.466692448.pcd,3.6393615679714113,-1.2568107441942884,1.3246368867362808,3,7.34,-0.23,-1.32
1055,1730821485.466692448.pcd,3.6393615679714113,-1.2568107441942884,1.3246368867362808,4,3.96,-0.34,-1.41
1056,1730821485.566672564.pcd,3.64922853578057,-1.2184061267394235,1.3201527436836618,0,4.81,-2.95,-1.29
1056,1730821485.566672564.pcd,3.64922853578057,-1.2184061267394235,1.3201527436836618,1,8.41,-1.12,-1.27
1056,1730821485.566672564.pcd,3.64922853578057,-1.2184061267394235,1.3201527436836618,2,7.26,-1.77,-1.3
1056,1730821485.566672564.pcd,3.64922853578057,-1.2184061267394235,1.3201527436836618,3,7.3,-0.27,-1.32
1056,1730821485.566672564.pcd,3.64922853578057,-1.2184061267394235,1.3201527436836618,4,3.88,-0.26,-1.41
1057,1730821485.666716576.pcd,3.660154705296102,-1.1882036787284491,1.317562052703797,0,4.86,-3.03,-1.29
1057,1730821485.666716576.pcd,3.660154705296102,-1.1882036787284491,1.317562052703797,1,8.51,-1.14,-1.27
1057,1730821485.666716576.pcd,3.660154705296102,-1.1882036787284491,1.317562052703797,2,7.23,-1.79,-1.3
1057,1730821485.666716576.pcd,3.660154705296102,-1.1882036787284491,1.317562052703797,3,7.26,-0.31,-1.32
1057,1730821485.666716576.pcd,3.660154705296102,-1.1882036787284491,1.317562052703797,4,3.81,-0.18,-1.41
1058,1730821485.766722441.pcd,3.665857845642366,-1.1637628998005427,1.315077268675366,0,4.91,-3.12,-1.29
1058,1730821485.766722441.pcd,3.665857845642366,-1.1637628998005427,1.315077268675366,1,8.6,-1.16,-1.27
1058,1730821485.766722441.pcd,3.665857845642366,-1.1637628998005427,1.315077268675366,2,7.19,-1.81,-1.3
1058,1730821485.766722441.pcd,3.665857845642366,-1.1637628998005427,1.315077268675366,3,7.22,-0.35,-1.32
1058,1730821485.766722441.pcd,3.665857845642366,-1.1637628998005427,1.315077268675366,4,3.73,-0.1,-1.41
1059,1730821485.866829395.pcd,3.676287856744932,-1.1232989176308008,1.3133716540538636,0,4.96,-3.2,-1.29
1059,1730821485.866829395.pcd,3.676287856744932,-1.1232989176308008,1.3133716540538636,1,8.7,-1.18,-1.27
1059,1730821485.866829395.pcd,3.676287856744932,-1.1232989176308008,1.3133716540538636,2,7.16,-1.83,-1.3
1059,1730821485.866829395.pcd,3.676287856744932,-1.1232989176308008,1.3133716540538636,3,7.18,-0.39,-1.32
1059,1730821485.866829395.pcd,3.676287856744932,-1.1232989176308008,1.3133716540538636,4,3.65,-0.02,-1.41
1060,1730821485.966867447.pcd,3.684323353559295,-1.0914982736300498,1.3126056005055244,0,5.01,-3.29,-1.29
1060,1730821485.966867447.pcd,3.684323353559295,-1.0914982736300498,1.3126056005055244,1,8.8,-1.19,-1.27
1060,1730821485.966867447.pcd,3.684323353559295,-1.0914982736300498,1.3126056005055244,2,7.13,-1.85,-1.3
1060,1730821485.966867447.pcd,3.684323353559295,-1.0914982736300498,1.3126056005055244,3,7.14,-0.42,-1.32
1060,1730821485.966867447.pcd,3.684323353559295,-1.0914982736300498,1.3126056005055244,4,3.58,0.06,-1.41
1061,1730821486.066778421.pcd,3.691543036266601,-1.0611457631035923,1.3146062033978267,0,5.09,-3.36,-1.29
1061,1730821486.066778421.pcd,3.691543036266601,-1.0611457631035923,1.3146062033978267,1,8.9,-1.21,-1.27
1061,1730821486.066778421.pcd,3.691543036266601,-1.0611457631035923,1.3146062033978267,2,7.09,-1.91,-1.3
1061,1730821486.066778421.pcd,3.691543036266601,-1.0611457631035923,1.3146062033978267,3,7.13,-0.45,-1.32
1061,1730821486.066778421.pcd,3.691543036266601,-1.0611457631035923,1.3146062033978267,4,3.51,0.11,-1.41
1062,1730821486.166759253.pcd,3.697877781548153,-1.0387852576338084,1.3163269004135796,0,5.17,-3.43,-1.29
1062,1730821486.166759253.pcd,3.697877781548153,-1.0387852576338084,1.3163269004135796,1,8.99,-1.23,-1.27
1062,1730821486.166759253.pcd,3.697877781548153,-1.0387852576338084,1.3163269004135796,2,7.06,-1.97,-1.3
1062,1730821486.166759253.pcd,3.697877781548153,-1.0387852576338084,1.3163269004135796,3,7.11,-0.48,-1.32
1062,1730821486.166759253.pcd,3.697877781548153,-1.0387852576338084,1.3163269004135796,4,3.44,0.16,-1.41
1063,1730821486.266702414.pcd,3.70581994709536,-1.0079845474193772,1.318346432035444,0,5.25,-3.51,-1.29
1063,1730821486.266702414.pcd,3.70581994709536,-1.0079845474193772,1.318346432035444,1,9.09,-1.24,-1.27
1063,1730821486.266702414.pcd,3.70581994709536,-1.0079845474193772,1.318346432035444,2,7.03,-2.02,-1.3
1063,1730821486.266702414.pcd,3.70581994709536,-1.0079845474193772,1.318346432035444,3,7.09,-0.51,-1.32
1063,1730821486.266702414.pcd,3.70581994709536,-1.0079845474193772,1.318346432035444,4,3.38,0.21,-1.41
1064,1730821486.366724491.pcd,3.715233204130836,-0.9699762073725772,1.3217886073203742,0,5.32,-3.58,-1.29
1064,1730821486.366724491.pcd,3.715233204130836,-0.9699762073725772,1.3217886073203742,1,9.19,-1.26,-1.27
1064,1730821486.366724491.pcd,3.715233204130836,-0.9699762073725772,1.3217886073203742,2,7.0,-2.08,-1.3
1064,1730821486.366724491.pcd,3.715233204130836,-0.9699762073725772,1.3217886073203742,3,7.08,-0.54,-1.32
1064,1730821486.366724491.pcd,3.715233204130836,-0.9699762073725772,1.3217886073203742,4,3.31,0.26,-1.41
1065,1730821486.466819286.pcd,3.723505027688821,-0.9394070289450984,1.324194358588523,0,5.4,-3.65,-1.29
1065,1730821486.466819286.pcd,3.723505027688821,-0.9394070289450984,1.324194358588523,1,9.29,-1.28,-1.27
1065,1730821486.466819286.pcd,3.723505027688821,-0.9394070289450984,1.324194358588523,2,6.96,-2.14,-1.3
1065,1730821486.466819286.pcd,3.723505027688821,-0.9394070289450984,1.324194358588523,3,7.06,-0.57,-1.32
1065,1730821486.466819286.pcd,3.723505027688821,-0.9394070289450984,1.324194358588523,4,3.25,0.31,-1.41
1066,1730821486.566771269.pcd,3.73228332969108,-0.9088596201595758,1.3275513369816143,0,5.48,-3.72,-1.29
1066,1730821486.566771269.pcd,3.73228332969108,-0.9088596201595758,1.3275513369816143,1,9.39,-1.29,-1.27
1066,1730821486.566771269.pcd,3.73228332969108,-0.9088596201595758,1.3275513369816143,2,6.93,-2.2,-1.3
1066,1730821486.566771269.pcd,3.73228332969108,-0.9088596201595758,1.3275513369816143,3,7.04,-0.61,-1.32
1066,1730821486.566771269.pcd,3.73228332969108,-0.9088596201595758,1.3275513369816143,4,3.18,0.36,-1.41
1067,1730821486.666781425.pcd,3.7383075927378,-0.8862118793703413,1.3303170428521858,0,5.56,-3.79,-1.29
1067,1730821486.666781425.pcd,3.7383075927378,-0.8862118793703413,1.3303170428521858,1,9.49,-1.31,-1.27
1067,1730821486.666781425.pcd,3.7383075927378,-0.8862118793703413,1.3303170428521858,2,6.9,-2.25,-1.3
1067,1730821486.666781425.pcd,3.7383075927378,-0.8862118793703413,1.3303170428521858,3,7.03,-0.64,-1.32
1067,1730821486.666781425.pcd,3.7383075927378,-0.8862118793703413,1.3303170428521858,4,3.12,0.41,-1.41
1068,1730821486.766764402.pcd,3.748963296518109,-0.8474383046941281,1.333485835942687,0,5.64,-3.87,-1.29
1068,1730821486.766764402.pcd,3.748963296518109,-0.8474383046941281,1.333485835942687,1,9.59,-1.33,-1.27
1068,1730821486.766764402.pcd,3.748963296518109,-0.8474383046941281,1.333485835942687,2,6.86,-2.31,-1.3
1068,1730821486.766764402.pcd,3.748963296518109,-0.8474383046941281,1.333485835942687,3,7.01,-0.67,-1.32
1068,1730821486.766764402.pcd,3.748963296518109,-0.8474383046941281,1.333485835942687,4,3.05,0.46,-1.41
1069,1730821486.866624594.pcd,3.757147451852735,-0.8163305305070334,1.3348573038369471,0,5.72,-3.94,-1.29
1069,1730821486.866624594.pcd,3.757147451852735,-0.8163305305070334,1.3348573038369471,1,9.69,-1.34,-1.27
1069,1730821486.866624594.pcd,3.757147451852735,-0.8163305305070334,1.3348573038369471,2,6.83,-2.37,-1.3
1069,1730821486.866624594.pcd,3.757147451852735,-0.8163305305070334,1.3348573038369471,3,7.0,-0.7,-1.32
1069,1730821486.866624594.pcd,3.757147451852735,-0.8163305305070334,1.3348573038369471,4,2.98,0.5,-1.41
1070,1730821486.966754436.pcd,3.764726871008784,-0.7833224667216454,1.335763944252221,0,5.8,-4.01,-1.29
1070,1730821486.966754436.pcd,3.764726871008784,-0.7833224667216454,1.335763944252221,1,9.78,-1.36,-1.27
1070,1730821486.966754436.pcd,3.764726871008784,-0.7833224667216454,1.335763944252221,2,6.8,-2.43,-1.3
1070,1730821486.966754436.pcd,3.764726871008784,-0.7833224667216454,1.335763944252221,3,6.98,-0.73,-1.32
1070,1730821486.966754436.pcd,3.764726871008784,-0.7833224667216454,1.335763944252221,4,2.92,0.55,-1.41
1071,1730821487.066719294.pcd,3.7759668988983055,-0.7599917954002349,1.336880718156893,0,5.87,-4.08,-1.29
1071,1730821487.066719294.pcd,3.7759668988983055,-0.7599917954002349,1.336880718156893,1,9.85,-1.36,-1.27
1071,1730821487.066719294.pcd,3.7759668988983055,-0.7599917954002349,1.336880718156893,2,6.73,-2.46,-1.3
1071,1730821487.066719294.pcd,3.7759668988983055,-0.7599917954002349,1.336880718156893,3,6.98,-0.78,-1.32
1071,1730821487.066719294.pcd,3.7759668988983055,-0.7599917954002349,1.336880718156893,4,2.93,0.56,-1.41
1072,1730821487.166760445.pcd,3.783523316990223,-0.7189804859470363,1.3388051672727546,0,5.95,-4.15,-1.29
1072,1730821487.166760445.pcd,3.783523316990223,-0.7189804859470363,1.3388051672727546,1,9.92,-1.36,-1.27
1072,1730821487.166760445.pcd,3.783523316990223,-0.7189804859470363,1.3388051672727546,2,6.66,-2.49,-1.3
1072,1730821487.166760445.pcd,3.783523316990223,-0.7189804859470363,1.3388051672727546,3,6.97,-0.83,-1.32
1072,1730821487.166760445.pcd,3.783523316990223,-0.7189804859470363,1.3388051672727546,4,2.95,0.57,-1.41
1073,1730821487.266698360.pcd,3.7866292519447895,-0.6912553766577272,1.33987723429851,0,6.02,-4.23,-1.29
1073,1730821487.266698360.pcd,3.7866292519447895,-0.6912553766577272,1.33987723429851,1,9.99,-1.37,-1.27
1073,1730821487.266698360.pcd,3.7866292519447895,-0.6912553766577272,1.33987723429851,2,6.59,-2.53,-1.3
1073,1730821487.266698360.pcd,3.7866292519447895,-0.6912553766577272,1.33987723429851,3,6.97,-0.88,-1.32
1073,1730821487.266698360.pcd,3.7866292519447895,-0.6912553766577272,1.33987723429851,4,2.97,0.58,-1.41
1074,1730821487.366721392.pcd,3.788540279319472,-0.6763197008147173,1.3369283808466874,0,6.1,-4.3,-1.29
1074,1730821487.366721392.pcd,3.788540279319472,-0.6763197008147173,1.3369283808466874,1,10.06,-1.37,-1.27
1074,1730821487.366721392.pcd,3.788540279319472,-0.6763197008147173,1.3369283808466874,2,6.52,-2.56,-1.3
1074,1730821487.366721392.pcd,3.788540279319472,-0.6763197008147173,1.3369283808466874,3,6.97,-0.93,-1.32
1074,1730821487.366721392.pcd,3.788540279319472,-0.6763197008147173,1.3369283808466874,4,2.98,0.59,-1.41
1075,1730821487.466695309.pcd,3.797779723355253,-0.641228009786027,1.3407411632852342,0,6.17,-4.37,-1.29
1075,1730821487.466695309.pcd,3.797779723355253,-0.641228009786027,1.3407411632852342,1,10.13,-1.37,-1.27
1075,1730821487.466695309.pcd,3.797779723355253,-0.641228009786027,1.3407411632852342,2,6.46,-2.59,-1.3
1075,1730821487.466695309.pcd,3.797779723355253,-0.641228009786027,1.3407411632852342,3,6.97,-0.99,-1.32
1075,1730821487.466695309.pcd,3.797779723355253,-0.641228009786027,1.3407411632852342,4,3.0,0.6,-1.41
1076,1730821487.566720247.pcd,3.810437303426724,-0.6273350012103056,1.3331990368297828,0,6.25,-4.44,-1.29
1076,1730821487.566720247.pcd,3.810437303426724,-0.6273350012103056,1.3331990368297828,1,10.2,-1.38,-1.27
1076,1730821487.566720247.pcd,3.810437303426724,-0.6273350012103056,1.3331990368297828,2,6.39,-2.62,-1.3
1076,1730821487.566720247.pcd,3.810437303426724,-0.6273350012103056,1.3331990368297828,3,6.96,-1.04,-1.32
1076,1730821487.566720247.pcd,3.810437303426724,-0.6273350012103056,1.3331990368297828,4,3.02,0.6,-1.41
1077,1730821487.666747332.pcd,3.814490219718965,-0.5973589657351019,1.3096755876309822,0,6.32,-4.51,-1.29
1077,1730821487.666747332.pcd,3.814490219718965,-0.5973589657351019,1.3096755876309822,1,10.26,-1.38,-1.27
1077,1730821487.666747332.pcd,3.814490219718965,-0.5973589657351019,1.3096755876309822,2,6.32,-2.66,-1.3
1077,1730821487.666747332.pcd,3.814490219718965,-0.5973589657351019,1.3096755876309822,3,6.96,-1.09,-1.32
1077,1730821487.666747332.pcd,3.814490219718965,-0.5973589657351019,1.3096755876309822,4,3.03,0.61,-1.41
1078,1730821487.766726255.pcd,3.816179262749464,-0.5635166194809162,1.2835834985984618,0,6.39,-4.59,-1.29
1078,1730821487.766726255.pcd,3.816179262749464,-0.5635166194809162,1.2835834985984618,1,10.33,-1.38,-1.27
1078,1730821487.766726255.pcd,3.816179262749464,-0.5635166194809162,1.2835834985984618,2,6.25,-2.69,-1.3
1078,1730821487.766726255.pcd,3.816179262749464,-0.5635166194809162,1.2835834985984618,3,6.96,-1.14,-1.32
1078,1730821487.766726255.pcd,3.816179262749464,-0.5635166194809162,1.2835834985984618,4,3.05,0.62,-1.41
1079,1730821487.866675377.pcd,3.826538961856847,-0.5371265717380469,1.251656417213961,0,6.47,-4.66,-1.29
1079,1730821487.866675377.pcd,3.826538961856847,-0.5371265717380469,1.251656417213961,1,10.4,-1.38,-1.27
1079,1730821487.866675377.pcd,3.826538961856847,-0.5371265717380469,1.251656417213961,2,6.18,-2.72,-1.3
1079,1730821487.866675377.pcd,3.826538961856847,-0.5371265717380469,1.251656417213961,3,6.95,-1.19,-1.32
1079,1730821487.866675377.pcd,3.826538961856847,-0.5371265717380469,1.251656417213961,4,3.07,0.63,-1.41
1080,1730821487.966744423.pcd,3.833333441478755,-0.507213439477888,1.2249225220119782,0,6.54,-4.73,-1.29
1080,1730821487.966744423.pcd,3.833333441478755,-0.507213439477888,1.2249225220119782,1,10.47,-1.39,-1.27
1080,1730821487.966744423.pcd,3.833333441478755,-0.507213439477888,1.2249225220119782,2,6.11,-2.76,-1.3
1080,1730821487.966744423.pcd,3.833333441478755,-0.507213439477888,1.2249225220119782,3,6.95,-1.25,-1.32
1080,1730821487.966744423.pcd,3.833333441478755,-0.507213439477888,1.2249225220119782,4,3.08,0.64,-1.41
1081,1730821488.066811562.pcd,3.845529120611027,-0.4787173307963761,1.1986613123787713,0,6.61,-4.8,-1.29
1081,1730821488.066811562.pcd,3.845529120611027,-0.4787173307963761,1.1986613123787713,1,10.51,-1.41,-1.27
1081,1730821488.066811562.pcd,3.845529120611027,-0.4787173307963761,1.1986613123787713,2,6.03,-2.76,-1.3
1081,1730821488.066811562.pcd,3.845529120611027,-0.4787173307963761,1.1986613123787713,3,6.94,-1.33,-1.32
1081,1730821488.066811562.pcd,3.845529120611027,-0.4787173307963761,1.1986613123787713,4,3.08,0.64,-1.41
1082,1730821488.166757584.pcd,3.861925074172419,-0.4336695604590255,1.1734530226931428,0,6.67,-4.87,-1.29
1082,1730821488.166757584.pcd,3.861925074172419,-0.4336695604590255,1.1734530226931428,1,10.55,-1.43,-1.27
1082,1730821488.166757584.pcd,3.861925074172419,-0.4336695604590255,1.1734530226931428,2,5.94,-2.76,-1.3
1082,1730821488.166757584.pcd,3.861925074172419,-0.4336695604590255,1.1734530226931428,3,6.92,-1.41,-1.32
1082,1730821488.166757584.pcd,3.861925074172419,-0.4336695604590255,1.1734530226931428,4,3.08,0.64,-1.41
1083,1730821488.266765356.pcd,3.8701902907577193,-0.4023834240807753,1.1645324532666237,0,6.73,-4.94,-1.29
1083,1730821488.266765356.pcd,3.8701902907577193,-0.4023834240807753,1.1645324532666237,1,10.59,-1.44,-1.27
1083,1730821488.266765356.pcd,3.8701902907577193,-0.4023834240807753,1.1645324532666237,2,5.86,-2.76,-1.3
1083,1730821488.266765356.pcd,3.8701902907577193,-0.4023834240807753,1.1645324532666237,3,6.9,-1.49,-1.32
1083,1730821488.266765356.pcd,3.8701902907577193,-0.4023834240807753,1.1645324532666237,4,3.07,0.64,-1.41
1084,1730821488.366676331.pcd,3.878985271561396,-0.3735158379368228,1.1646948205246537,0,6.79,-5.01,-1.29
1084,1730821488.366676331.pcd,3.878985271561396,-0.3735158379368228,1.1646948205246537,1,10.62,-1.46,-1.27
1084,1730821488.366676331.pcd,3.878985271561396,-0.3735158379368228,1.1646948205246537,2,5.77,-2.76,-1.3
1084,1730821488.366676331.pcd,3.878985271561396,-0.3735158379368228,1.1646948205246537,3,6.89,-1.58,-1.32
1084,1730821488.366676331.pcd,3.878985271561396,-0.3735158379368228,1.1646948205246537,4,3.07,0.65,-1.41
1085,1730821488.466664314.pcd,3.889638209837427,-0.3400553184184178,1.1668590318545893,0,6.86,-5.08,-1.29
1085,1730821488.466664314.pcd,3.889638209837427,-0.3400553184184178,1.1668590318545893,1,10.66,-1.48,-1.27
1085,1730821488.466664314.pcd,3.889638209837427,-0.3400553184184178,1.1668590318545893,2,5.69,-2.76,-1.3
1085,1730821488.466664314.pcd,3.889638209837427,-0.3400553184184178,1.1668590318545893,3,6.87,-1.66,-1.32
1085,1730821488.466664314.pcd,3.889638209837427,-0.3400553184184178,1.1668590318545893,4,3.07,0.65,-1.41
1086,1730821488.566651344.pcd,3.9031513480761455,-0.2956087049639397,1.1704940505786394,0,6.92,-5.15,-1.29
1086,1730821488.566651344.pcd,3.9031513480761455,-0.2956087049639397,1.1704940505786394,1,10.7,-1.5,-1.27
1086,1730821488.566651344.pcd,3.9031513480761455,-0.2956087049639397,1.1704940505786394,2,5.6,-2.76,-1.3
1086,1730821488.566651344.pcd,3.9031513480761455,-0.2956087049639397,1.1704940505786394,3,6.85,-1.74,-1.32
1086,1730821488.566651344.pcd,3.9031513480761455,-0.2956087049639397,1.1704940505786394,4,3.07,0.65,-1.41
1087,1730821488.666720390.pcd,3.915674720512973,-0.2642337618944625,1.171676307465402,0,6.98,-5.22,-1.29
1087,1730821488.666720390.pcd,3.915674720512973,-0.2642337618944625,1.171676307465402,1,10.74,-1.52,-1.27
1087,1730821488.666720390.pcd,3.915674720512973,-0.2642337618944625,1.171676307465402,2,5.52,-2.76,-1.3
1087,1730821488.666720390.pcd,3.915674720512973,-0.2642337618944625,1.171676307465402,3,6.84,-1.82,-1.32
1087,1730821488.666720390.pcd,3.915674720512973,-0.2642337618944625,1.171676307465402,4,3.06,0.66,-1.41
1088,1730821488.766776562.pcd,3.9295697140573576,-0.2332291240648594,1.1723630275738055,0,7.04,-5.29,-1.29
1088,1730821488.766776562.pcd,3.9295697140573576,-0.2332291240648594,1.1723630275738055,1,10.78,-1.54,-1.27
1088,1730821488.766776562.pcd,3.9295697140573576,-0.2332291240648594,1.1723630275738055,2,5.43,-2.76,-1.3
1088,1730821488.766776562.pcd,3.9295697140573576,-0.2332291240648594,1.1723630275738055,3,6.82,-1.91,-1.32
1088,1730821488.766776562.pcd,3.9295697140573576,-0.2332291240648594,1.1723630275738055,4,3.06,0.66,-1.41
1089,1730821488.866768360.pcd,3.933970380042848,-0.2083132164850978,1.1722518671058144,0,7.1,-5.36,-1.29
1089,1730821488.866768360.pcd,3.933970380042848,-0.2083132164850978,1.1722518671058144,1,10.82,-1.56,-1.27
1089,1730821488.866768360.pcd,3.933970380042848,-0.2083132164850978,1.1722518671058144,2,5.35,-2.76,-1.3
1089,1730821488.866768360.pcd,3.933970380042848,-0.2083132164850978,1.1722518671058144,3,6.8,-1.99,-1.32
1089,1730821488.866768360.pcd,3.933970380042848,-0.2083132164850978,1.1722518671058144,4,3.06,0.66,-1.41
1090,1730821488.966624260.pcd,3.945328496742692,-0.1758921626003231,1.1730680792055268,0,7.17,-5.43,-1.29
1090,1730821488.966624260.pcd,3.945328496742692,-0.1758921626003231,1.1730680792055268,1,10.85,-1.58,-1.27
1090,1730821488.966624260.pcd,3.945328496742692,-0.1758921626003231,1.1730680792055268,2,5.26,-2.76,-1.3
1090,1730821488.966624260.pcd,3.945328496742692,-0.1758921626003231,1.1730680792055268,3,6.79,-2.07,-1.32
1090,1730821488.966624260.pcd,3.945328496742692,-0.1758921626003231,1.1730680792055268,4,3.06,0.66,-1.41
1091,1730821489.066813469.pcd,3.960644373849551,-0.1369147887845017,1.173550600818639,0,7.17,-5.46,-1.29
1091,1730821489.066813469.pcd,3.960644373849551,-0.1369147887845017,1.173550600818639,1,10.86,-1.58,-1.27
1091,1730821489.066813469.pcd,3.960644373849551,-0.1369147887845017,1.173550600818639,2,5.18,-2.73,-1.3
1091,1730821489.066813469.pcd,3.960644373849551,-0.1369147887845017,1.173550600818639,3,6.73,-2.13,-1.32
1091,1730821489.066813469.pcd,3.960644373849551,-0.1369147887845017,1.173550600818639,4,3.06,0.66,-1.41
1092,1730821489.166784525.pcd,3.972041119591839,-0.104664158797985,1.173890467291658,0,7.18,-5.49,-1.29
1092,1730821489.166784525.pcd,3.972041119591839,-0.104664158797985,1.173890467291658,1,10.87,-1.59,-1.27
1092,1730821489.166784525.pcd,3.972041119591839,-0.104664158797985,1.173890467291658,2,5.09,-2.7,-1.3
1092,1730821489.166784525.pcd,3.972041119591839,-0.104664158797985,1.173890467291658,3,6.68,-2.19,-1.32
1092,1730821489.166784525.pcd,3.972041119591839,-0.104664158797985,1.173890467291658,4,3.06,0.66,-1.41
1093,1730821489.266724348.pcd,3.9827656302198258,-0.0726965895523346,1.1728701096158296,0,7.18,-5.52,-1.29
1093,1730821489.266724348.pcd,3.9827656302198258,-0.0726965895523346,1.1728701096158296,1,10.87,-1.6,-1.27
1093,1730821489.266724348.pcd,3.9827656302198258,-0.0726965895523346,1.1728701096158296,2,5.01,-2.67,-1.3
1093,1730821489.266724348.pcd,3.9827656302198258,-0.0726965895523346,1.1728701096158296,3,6.63,-2.24,-1.32
1093,1730821489.266724348.pcd,3.9827656302198258,-0.0726965895523346,1.1728701096158296,4,3.06,0.66,-1.41
1094,1730821489.366766453.pcd,3.9933009965124784,-0.0485152559091672,1.170321968962313,0,7.19,-5.55,-1.29
1094,1730821489.366766453.pcd,3.9933009965124784,-0.0485152559091672,1.170321968962313,1,10.88,-1.6,-1.27
1094,1730821489.366766453.pcd,3.9933009965124784,-0.0485152559091672,1.170321968962313,2,4.92,-2.65,-1.3
1094,1730821489.366766453.pcd,3.9933009965124784,-0.0485152559091672,1.170321968962313,3,6.58,-2.3,-1.32
1094,1730821489.366766453.pcd,3.9933009965124784,-0.0485152559091672,1.170321968962313,4,3.06,0.66,-1.41
1095,1730821489.466708422.pcd,4.00488223346574,-0.0151922804966635,1.153361750652801,0,7.19,-5.58,-1.29
1095,1730821489.466708422.pcd,4.00488223346574,-0.0151922804966635,1.153361750652801,1,10.88,-1.61,-1.27
1095,1730821489.466708422.pcd,4.00488223346574,-0.0151922804966635,1.153361750652801,2,4.84,-2.62,-1.3
1095,1730821489.466708422.pcd,4.00488223346574,-0.0151922804966635,1.153361750652801,3,6.53,-2.36,-1.32
1095,1730821489.466708422.pcd,4.00488223346574,-0.0151922804966635,1.153361750652801,4,3.06,0.66,-1.41
1096,1730821489.566703558.pcd,4.020057613010081,0.0229027372177603,1.118050780650522,0,7.2,-5.61,-1.29
1096,1730821489.566703558.pcd,4.020057613010081,0.0229027372177603,1.118050780650522,1,10.89,-1.61,-1.27
1096,1730821489.566703558.pcd,4.020057613010081,0.0229027372177603,1.118050780650522,2,4.75,-2.59,-1.3
1096,1730821489.566703558.pcd,4.020057613010081,0.0229027372177603,1.118050780650522,3,6.47,-2.42,-1.32
1096,1730821489.566703558.pcd,4.020057613010081,0.0229027372177603,1.118050780650522,4,3.06,0.66,-1.41
1097,1730821489.666628361.pcd,4.029866500260567,0.044639248121034,1.097510300183913,0,7.2,-5.64,-1.29
1097,1730821489.666628361.pcd,4.029866500260567,0.044639248121034,1.097510300183913,1,10.89,-1.62,-1.27
1097,1730821489.666628361.pcd,4.029866500260567,0.044639248121034,1.097510300183913,2,4.67,-2.56,-1.3
1097,1730821489.666628361.pcd,4.029866500260567,0.044639248121034,1.097510300183913,3,6.42,-2.47,-1.32
1097,1730821489.666628361.pcd,4.029866500260567,0.044639248121034,1.097510300183913,4,3.06,0.66,-1.41
1098,1730821489.766636372.pcd,4.04686590846643,0.0810125606950578,1.0638968365825916,0,7.21,-5.68,-1.29
1098,1730821489.766636372.pcd,4.04686590846643,0.0810125606950578,1.0638968365825916,1,10.9,-1.62,-1.27
1098,1730821489.766636372.pcd,4.04686590846643,0.0810125606950578,1.0638968365825916,2,4.58,-2.54,-1.3
1098,1730821489.766636372.pcd,4.04686590846643,0.0810125606950578,1.0638968365825916,3,6.37,-2.53,-1.32
1098,1730821489.766636372.pcd,4.04686590846643,0.0810125606950578,1.0638968365825916,4,3.06,0.65,-1.41
1099,1730821489.866745472.pcd,4.057058983604859,0.1018017479491315,1.0443321121857982,0,7.21,-5.71,-1.29
1099,1730821489.866745472.pcd,4.057058983604859,0.1018017479491315,1.0443321121857982,1,10.9,-1.63,-1.27
1099,1730821489.866745472.pcd,4.057058983604859,0.1018017479491315,1.0443321121857982,2,4.5,-2.51,-1.3
1099,1730821489.866745472.pcd,4.057058983604859,0.1018017479491315,1.0443321121857982,3,6.32,-2.59,-1.32
1099,1730821489.866745472.pcd,4.057058983604859,0.1018017479491315,1.0443321121857982,4,3.06,0.65,-1.41
1100,1730821489.966641426.pcd,4.070166402659226,0.1284156503666986,1.0200065901689646,0,7.22,-5.74,-1.29
1100,1730821489.966641426.pcd,4.070166402659226,0.1284156503666986,1.0200065901689646,1,10.91,-1.63,-1.27
1100,1730821489.966641426.pcd,4.070166402659226,0.1284156503666986,1.0200065901689646,2,4.41,-2.48,-1.3
1100,1730821489.966641426.pcd,4.070166402659226,0.1284156503666986,1.0200065901689646,3,6.27,-2.65,-1.32
1100,1730821489.966641426.pcd,4.070166402659226,0.1284156503666986,1.0200065901689646,4,3.06,0.65,-1.41
1101,1730821490.066604376.pcd,4.0870641304376125,0.1537669356754443,0.9933881686364844,0,7.21,-5.74,-1.29
1101,1730821490.066604376.pcd,4.0870641304376125,0.1537669356754443,0.9933881686364844,1,10.91,-1.63,-1.27
1101,1730821490.066604376.pcd,4.0870641304376125,0.1537669356754443,0.9933881686364844,2,4.34,-2.48,-1.3
1101,1730821490.066604376.pcd,4.0870641304376125,0.1537669356754443,0.9933881686364844,3,6.22,-2.72,-1.32
1101,1730821490.066604376.pcd,4.0870641304376125,0.1537669356754443,0.9933881686364844,4,3.06,0.65,-1.41
1102,1730821490.166616440.pcd,4.104408855867864,0.1862312297743531,0.961645510439224,0,7.21,-5.74,-1.29
